 9156857000170  Elizabeth B C Aren|  1|64106   |  1|   521966/01|03/10/14| 341|            271,86
 9613192000186  M Anjos Barreto Bo|  1|64106   |  1|   521967/01|03/10/14| 341|           1398,14
10266390000108  Ribeiro & Jufo Com|  1|64106   |  1|   521968/01|03/10/14| 341|             10,88
10631812000199  Confiart Moveis e |  1|64106   |  1|   521969/01|03/10/14| 341|            163,09
10771837000198  Portabille Compone|  1|64106   |  1|   521970/01|03/10/14| 341|            268,25
11117392000190  Ludilari Com de Mo|  1|64106   |  1|   521971/01|03/10/14| 341|           2056,61
11143717000109  Promise Com de Mov|  1|64106   |  1|   521972/01|03/10/14| 341|           1527,63
11189551000161  Feval Comercio de |  1|64106   |  1|   521973/01|03/10/14| 341|            139,92
11194994000140  R Z Comercio de Mo|  1|64106   |  1|   521974/01|03/10/14| 341|           1007,23
11221818000150  Viquietti e Hille |  1|64106   |  1|   521975/01|03/10/14| 341|            268,80
12026048000158  Muv 3 D Design Ltd|  1|64106   |  1|   521976/01|03/10/14| 341|           5395,01
12026048000158  Muv 3 D Design Ltd|  1|64106   |  1|   521977/01|03/10/14| 341|           2795,32
13827964000150  Store Modulados Lt|  1|64106   |  1|   521978/01|03/10/14| 341|           1656,08
14319666000111  Inovar Moveis e De|  1|64106   |  1|   521979/01|03/10/14| 341|            282,32
14436472000104  Criando Ambientes |  1|64106   |  1|   521980/01|03/10/14| 341|            751,48
14534404000170  Camilas Ambientes |  1|64106   |  1|   521981/01|03/10/14| 341|           2883,38
14797270000180  Adilson Pereira da|  1|64106   |  1|   521982/01|03/10/14| 341|           2400,19
16791885000124  Modulados Carlos L|  1|64106   |  1|   521983/01|03/10/14| 341|            376,66
16814146000100  Jufo e Jufo Com de|  1|64106   |  1|   521984/01|03/10/14| 341|             91,03
16891557000108  Megaron Moveis e U|  1|64106   |  1|   521985/01|03/10/14| 341|           6167,24
17086999000136  Saf Planejados Ltd|  1|64106   |  1|   521986/01|03/10/14| 341|           3836,40
17740065000176  Mzx Comercio e Ser|  1|64106   |  1|   521987/01|03/10/14| 341|           1970,20
17879361000152  Forma Design Ltda |  1|64106   |  1|   521988/01|03/10/14| 341|            587,54
18180235000178  Lima e Lage Mov E |  1|64106   |  1|   521989/01|03/10/14| 341|           2595,83
18677365000110  Ana Claudia Noguei|  1|64106   |  1|   521990/01|03/10/14| 341|             65,00
18863849000154  Cristina Gomes Kle|  1|64106   |  1|   521991/01|03/10/14| 341|            935,29
18896110000149  Everton Fernando d|  1|64106   |  1|   521992/01|03/10/14| 341|           3362,68
18972557000150  Livi Planejamentos|  1|64106   |  1|   521993/01|03/10/14| 341|            508,75
19561320000149  Studio 3 Planejado|  1|64106   |  1|   521994/01|03/10/14| 341|           1320,09
27489707000160  Macedo & Cia Ltda |  1|64106   |  1|   521995/01|03/10/14| 341|            394,18
36363372000120  Pfister Ind. e Com|  1|64106   |  1|   521996/01|03/10/14| 341|            400,00
89042618000128  Dal Mobile Ltda   |  1|64106   |  1|   521997/01|03/10/14| 341|             80,00
89788533000193  Supermercado Lotte|  1|64106   |  1|   521998/01|03/10/14| 341|             65,00
92160761000129  Sadi Polo Gringo  |  1|64106   |  1|   521999/01|03/10/14| 341|             65,00
    2361605910  Anahi Alicia I. Th|  1|64106   |  1|   522000/01|03/10/14|   1|             55,00
   63910829015  Ida Maria Lazzaret|  1|64106   |  1|   522001/01|03/10/14|   1|             82,08
   65168755020  Suelsio Serri     |  1|64106   |  1|   522002/01|03/10/14|   1|             53,48
   93619316015  Teresinha Flamia F|  1|64106   |  1|   522003/01|03/10/14|   1|            107,22
   98941321034  Cristiane Edna Som|  1|64106   |  1|   522004/01|03/10/14|   1|             77,11
   98985205072  Tatiane Lazaretti |  1|64106   |  1|   522005/01|03/10/14|   1|             60,39
  215383000115  G. Marinho Com. de|  1|64106   |  1|   522006/01|03/10/14|   1|            300,00
  266828000196  Fashion Moda      |  1|64106   |  1|   522007/01|03/10/14|   1|             55,00
  525756000154  Zanella Com Utild |  1|64106   |  1|   522008/01|03/10/14|   1|             55,00
  774180000169  Bazar Objetus Ltda|  1|64106   |  1|   522009/01|03/10/14|   1|             60,00
  791497000103  Elsoni Com Tecidos|  1|64106   |  1|   522010/01|03/10/14|   1|             65,00
  810104000161  Kativar Comercio P|  1|64106   |  1|   522011/01|03/10/14|   1|             65,00
  925225000159  Nivaldo Moises Mic|  1|64106   |  1|   522012/01|03/10/14|   1|             60,89
 1043064000132  Maria Leoni Zuhl &|  1|64106   |  1|   522013/01|03/10/14|   1|            138,45
 1062415000152  Bazar Caiense Ltda|  1|64106   |  1|   522014/01|03/10/14|   1|            252,83
 1247898000240  Super Mercado Savi|  1|64106   |  1|   522015/01|03/10/14|   1|             75,00
 1516648000188  Priority Component|  1|64106   |  1|   522016/01|03/10/14|   1|            153,34
 1735800000113  Comercial Vitoria |  1|64106   |  1|   522017/01|03/10/14|   1|             92,77
 2063575000189  Hidroline Ltda    |  1|64106   |  1|   522018/01|03/10/14|   1|            160,10
 2550733000125  Leandro Luis Giaco|  1|64106   |  1|   522019/01|03/10/14|   1|            194,98
 2554371000140  Catuci & Catuci Lt|  1|64106   |  1|   522020/01|03/10/14|   1|            115,48
 2563477000100  Lojas Goularte Ltd|  1|64106   |  1|   522021/01|03/10/14|   1|           1021,81
 2762688000172  Pertile e Moreira |  1|64106   |  1|   522022/01|03/10/14|   1|             55,00
 2921130000192  Megams Sist Seg e |  1|64106   |  1|   522023/01|03/10/14|   1|           1727,38
 2964155000173  Casa do Pano Comer|  1|64106   |  1|   522024/01|03/10/14|   1|             66,77
 3183402000248  Angelica Wingert P|  1|64106   |  1|   522025/01|03/10/14|   1|            130,00
 3189591000185  Casa Serra Com Mat|  1|64106   |  1|   522026/01|03/10/14|   1|             61,52
 3539468000147  Lindsei Agustini L|  1|64106   |  1|   522027/01|03/10/14|   1|             68,66
 3722706000155  Eliseu R de Moura |  1|64106   |  1|   522028/01|03/10/14|   1|            467,00
 3949243000169  Mdg Com de Tec Aut|  1|64106   |  1|   522029/01|03/10/14|   1|            575,79
 3973900000103  Mantovani Moveis L|  1|64106   |  1|   522030/01|03/10/14|   1|             65,00
 4147426000123  Angela Maria Santo|  1|64106   |  1|   522031/01|03/10/14|   1|             55,00
 4250199000167  Moducharm Rio Ltda|  1|64106   |  1|   522032/01|03/10/14|   1|            788,61
 4470153000153  L.g. Embalagens Lt|  1|64106   |  1|   522033/01|03/10/14|   1|             65,00
 4500307000102  Moises Materiais E|  1|64106   |  1|   522034/01|03/10/14|   1|             70,69
 4525726000107  Rodrigues & Moura |  1|64106   |  1|   522035/01|03/10/14|   1|           1175,22
 4615925000106  Maria Teresa Briso|  1|64106   |  1|   522036/01|03/10/14|   1|            129,89
 4718197000150  Mundo do Lar Com A|  1|64106   |  1|   522037/01|03/10/14|   1|            143,60
 4751365000109  Celmarthe Industri|  1|64106   |  1|   522038/01|03/10/14|   1|            562,85
 5029313000196  Aquarela Livraria |  1|64106   |  1|   522039/01|03/10/14|   1|            291,98
 5395700000146  Abs Moveis Ltda   |  1|64106   |  1|   522040/01|03/10/14|   1|           1327,55
 5417058000159  Livraria e Bazar S|  1|64106   |  1|   522041/01|03/10/14|   1|             65,00
 5493487000105  Utilytex Cama Mesa|  1|64106   |  1|   522042/01|03/10/14|   1|             65,00
 5572307000180  Marcelo A de Campo|  1|64106   |  1|   522043/01|03/10/14|   1|            129,91
 5737904000118  Espaco Quarto e Co|  1|64106   |  1|   522044/01|03/10/14|   1|            544,29
 5846759000103  Damar Distribuidor|  1|64106   |  1|   522045/01|03/10/14|   1|            314,11
 5861957000146  Luis Henrique Bona|  1|64106   |  1|   522046/01|03/10/14|   1|             55,00
 5885690000127  Andre Silveira    |  1|64106   |  1|   522047/01|03/10/14|   1|             58,00
 6228181000194  Grando Papelaria L|  1|64106   |  1|   522048/01|03/10/14|   1|            206,72
 6257074000194  Rv Big Bazar Ltda |  1|64106   |  1|   522049/01|03/10/14|   1|            141,61
 7131248000130  Em Casa Moveis e D|  1|64106   |  1|   522050/01|03/10/14|   1|            386,10
 7241796000113  Cristina da Silva |  1|64106   |  1|   522051/01|03/10/14|   1|             55,00
 7434791000107  Guaresi & Cavagnol|  1|64106   |  1|   522052/01|03/10/14|   1|             55,00
 7469387000179  Carla Regina Pazet|  1|64106   |  1|   522053/01|03/10/14|   1|            148,38
 7703296000156  Lisiane Silveira  |  1|64106   |  1|   522054/01|03/10/14|   1|            130,00
 7806712000141  Super Toys Comerci|  1|64106   |  1|   522055/01|03/10/14|   1|            123,34
 8088001000141  Yeka Downtown Mobi|  1|64106   |  1|   522056/01|03/10/14|   1|            151,16
 8606377000109  Aroma Decoracoes e|  1|64106   |  1|   522057/01|03/10/14|   1|             55,00
 8750402000115  Sentare Ind. e Com|  1|64106   |  1|   522058/01|03/10/14|   1|             59,63
 8776372000116  Cristalis Laborato|  1|64106   |  1|   522059/01|03/10/14|   1|             55,00
 8778576000196  Haller Time Com In|  1|64106   |  1|   522060/01|03/10/14|   1|            110,00
 9109337000106  Diversity Com de B|  1|64106   |  1|   522061/01|03/10/14|   1|             69,42
 9167603000157  Total Sul Represen|  1|64106   |  1|   522062/01|03/10/14|   1|             36,00
 9273760000147  Bazar e Livraria P|  1|64106   |  1|   522063/01|03/10/14|   1|             78,10
 9461887000270  Bau da Van Auto Pe|  1|64106   |  1|   522064/01|03/10/14|   1|            657,81
 9658234000103  Sabrina D S Olibon|  1|64106   |  1|   522065/01|03/10/14|   1|             65,00
10277021000102  Saly Spido Basso  |  1|64106   |  1|   522066/01|03/10/14|   1|             65,00
10294005000128  Conexao Bazar e At|  1|64106   |  1|   522067/01|03/10/14|   1|             75,64
10607294000178  Beaute Moveis e De|  1|64106   |  1|   522068/01|03/10/14|   1|            967,65
11392777000246  Estevan Tafarel   |  1|64106   |  1|   522069/01|03/10/14|   1|            110,00
11627142000108  Lif Element Ind de|  1|64106   |  1|   522070/01|03/10/14|   1|             61,07
11844399000103  Gausmann Comercio |  1|64106   |  1|   522071/01|03/10/14|   1|             55,00
12053321000133  M A J A Com. de Ut|  1|64106   |  1|   522072/01|03/10/14|   1|             55,00
12215178000139  Vlp Industria Elet|  1|64106   |  1|   522073/01|03/10/14|   1|            305,67
12539374000169  Angela Cristina Re|  1|64106   |  1|   522074/01|03/10/14|   1|             97,28
13417772000175  Superflexo Ind. Gr|  1|64106   |  1|   522075/01|03/10/14|   1|             55,35
13712378000160  Rogerio Celestino |  1|64106   |  1|   522076/01|03/10/14|   1|             55,00
13767167000124  Uno Modulados Ltda|  1|64106   |  1|   522077/01|03/10/14|   1|           2080,92
14792054000141  Mega Feirao Escola|  1|64106   |  1|   522078/01|03/10/14|   1|            486,34
14876223000121  Detoni Comércio e |  1|64106   |  1|   522079/01|03/10/14|   1|             55,00
14999629000100  Festilania Arts de|  1|64106   |  1|   522080/01|03/10/14|   1|             55,00
15007549000185  Trevilu Bijoterias|  1|64106   |  1|   522081/01|03/10/14|   1|            116,07
15089443000178  Elisabete Spengler|  1|64106   |  1|   522082/01|03/10/14|   1|             85,00
15200863000180  Loja da Neca Bazar|  1|64106   |  1|   522083/01|03/10/14|   1|             90,51
15300059000172  Ketlen Rocha Hosfm|  1|64106   |  1|   522084/01|03/10/14|   1|             55,00
17165177000140  Mundo Art Com de P|  1|64106   |  1|   522085/01|03/10/14|   1|             65,00
17315008000140  Sono Design Cabece|  1|64106   |  1|   522086/01|03/10/14|   1|             55,00
17814243000166  Planejados Mil Mov|  1|64106   |  1|   522087/01|03/10/14|   1|            162,55
18004345000189  Spazio Ideale Move|  1|64106   |  1|   522088/01|03/10/14|   1|           1918,58
18102325000140  Bazar e Utilidades|  1|64106   |  1|   522089/01|03/10/14|   1|            312,67
19487284000110  Ana Carolina de Ol|  1|64106   |  1|   522090/01|03/10/14|   1|             55,00
20486362000141  V Lampadario Ilumi|  1|64106   |  1|   522091/01|03/10/14|   1|            300,24
28189835000150  Polycart Ind. Com |  1|64106   |  1|   522092/01|03/10/14|   1|             82,95
72094642000108  Matv Sul Eletronic|  1|64106   |  1|   522093/01|03/10/14|   1|            364,72
73342263000152  Sultripas Com de T|  1|64106   |  1|   522094/01|03/10/14|   1|             55,00
86527934000100  Jfl Equip Elet Ind|  1|64106   |  1|   522095/01|03/10/14|   1|             68,98
86804416000188  Livraria Rossi Ltd|  1|64106   |  1|   522096/01|03/10/14|   1|           2357,23
86885480000130  Auto Pecas Terribi|  1|64106   |  1|   522097/01|03/10/14|   1|             55,00
87547451000121  Lojas Pasini      |  1|64106   |  1|   522098/01|03/10/14|   1|             58,44
88582481000131  Francescatto Tinta|  1|64106   |  1|   522099/01|03/10/14|   1|             85,00
88587357004407  Cooperativa Santa |  1|64106   |  1|   522100/01|03/10/14|   1|             91,41
88618285000331  Tondo S/A         |  1|64106   |  1|   522101/01|03/10/14|   1|            612,11
88618285000412  Tondo S/A         |  1|64106   |  1|   522102/01|03/10/14|   1|            485,12
88622436000163  Bazar e Livraria S|  1|64106   |  1|   522103/01|03/10/14|   1|             70,02
88627062000179  Molduraria Caxiens|  1|64106   |  1|   522104/01|03/10/14|   1|             65,00
88657481000153  Coml Instaladora A|  1|64106   |  1|   522105/01|03/10/14|   1|             55,00
88968474000172  Bartelli Mov Ltda |  1|64106   |  1|   522106/01|03/10/14|   1|             58,19
89339949000124  Loja Armarinhos de|  1|64106   |  1|   522107/01|03/10/14|   1|             68,27
89564587000175  Autonal Comercio d|  1|64106   |  1|   522108/01|03/10/14|   1|             69,33
89962781000109  Muraro & Cia Ltda |  1|64106   |  1|   522109/01|03/10/14|   1|             65,00
89967632000132  Vanelli Materiais |  1|64106   |  1|   522110/01|03/10/14|   1|            130,00
90097759000127  Urban Com. Represe|  1|64106   |  1|   522111/01|03/10/14|   1|             85,00
90397829000162  Dedal Miudezas Ltd|  1|64106   |  1|   522112/01|03/10/14|   1|             55,00
90768086000190  Bazar Kehl Ltda   |  1|64106   |  1|   522113/01|03/10/14|   1|            110,00
90931379000227  De Cesaro Com Con |  1|64106   |  1|   522114/01|03/10/14|   1|            139,59
91036202000149  Valdemir de Negri |  1|64106   |  1|   522115/01|03/10/14|   1|             60,00
91221762000173  Doce Folia Produto|  1|64106   |  1|   522116/01|03/10/14|   1|             55,00
91277533000170  Artesanato Dallas |  1|64106   |  1|   522117/01|03/10/14|   1|             55,00
91601294000162  Madra Bazar e Livr|  1|64106   |  1|   522118/01|03/10/14|   1|             71,38
91640292000182  Floricultura Bell |  1|64106   |  1|   522119/01|03/10/14|   1|             69,22
91933176000151  Confecções Rigotto|  1|64106   |  1|   522120/01|03/10/14|   1|             65,00
91960674000193  Serrana Materias C|  1|64106   |  1|   522121/01|03/10/14|   1|            110,00
92155969000150  Ferragem Sandi Ltd|  1|64106   |  1|   522122/01|03/10/14|   1|             92,47
92491364000300  Liliana Schommer  |  1|64106   |  1|   522123/01|03/10/14|   1|             65,00
92521897000117  Lfg Carvalho Com. |  1|64106   |  1|   522124/01|03/10/14|   1|             55,00
93185965000187  Disfibra Ind.e Com|  1|64106   |  1|   522125/01|03/10/14|   1|            511,36
93251726000188  Ciclomania Com de |  1|64106   |  1|   522126/01|03/10/14|   1|             85,00
93360733000118  Baretta Com e Repr|  1|64106   |  1|   522127/01|03/10/14|   1|             73,59
93731602000108  Hydrol Com de Equi|  1|64106   |  1|   522128/01|03/10/14|   1|             55,00
93837722000186  Dani Mat de Const |  1|64106   |  1|   522129/01|03/10/14|   1|             59,06
93986594000132  Gabriel Kleindowsk|  1|64106   |  1|   522130/01|03/10/14|   1|            193,49
94352234000141  Arco Iris Pres. e |  1|64106   |  1|   522131/01|03/10/14|   1|             55,00
94355195000136  Hidrocasa Matl de |  1|64106   |  1|   522132/01|03/10/14|   1|             65,00
94559093000132  Bbf Industria de F|  1|64106   |  1|   522133/01|03/10/14|   1|           2736,36
94890647000180  Posto Rota 80 Ltda|  1|64106   |  1|   522134/01|03/10/14|   1|            159,26
97081871000119  Ivete Loss - Me   |  1|64106   |  1|   522135/01|03/10/14|   1|             65,00
97191522000150  Livraria Caiense L|  1|64106   |  1|   522136/01|03/10/14|   1|             85,00
 6041850000114  Junior e Junior Co|  1|64106   |  1|   522155/01|06/10/14| 237|            399,55
 6287671000161  D Coracao Comercio|  1|64106   |  1|   522156/01|06/10/14| 237|             30,00
 7377471000162  Domani Colchoes e |  1|64106   |  1|   522157/01|06/10/14| 237|           7189,54
 7653825000154  Carvalho e Santos |  1|64106   |  1|   522158/01|06/10/14| 237|           2383,30
 7781641000170  Campos e Permanhan|  1|64106   |  1|   522159/01|06/10/14| 237|             49,50
 8827307000172  R L e Laje Moveis |  1|64106   |  1|   522160/01|06/10/14| 237|            422,63
 9310167000123  Roger e Delio Com |  1|64106   |  1|   522161/01|06/10/14| 237|            445,64
12336427000144  Planejados Comerci|  1|64106   |  1|   522162/01|06/10/14| 237|           2960,59
13827964000150  Store Modulados Lt|  1|64106   |  1|   522163/01|06/10/14| 237|            818,93
13856560000194  Rodrigo Alves Novo|  1|64106   |  1|   522164/01|06/10/14| 237|            604,56
15279323000133  Sn Moveis e Modula|  1|64106   |  1|   522165/01|06/10/14| 237|           4618,25
15585274000167  Pelinca Planejados|  1|64106   |  1|   522166/01|06/10/14| 237|           1905,53
18041776000115  Tomiozzo Dist de M|  1|64106   |  1|   522167/01|06/10/14| 237|            127,24
30137756000148  Firenze Ind e Com |  1|64106   |  1|   522168/01|06/10/14| 237|             92,11
32109399000130  Kolloda Repres e S|  1|64106   |  1|   522169/01|06/10/14| 237|           5373,62
33197260000158  Ind Com de Solv Ti|  1|64106   |  1|   522170/01|06/10/14| 237|           3021,95
92607274000161  Sanel Moveis Ltda |  1|64106   |  1|   522171/01|06/10/14| 237|            216,23
   10051808730  Jose Renato de Jes|  1|64106   |  1|   522172/01|06/10/14| 341|            128,57
  476761000114  Kuchen Haus Ltda  |  1|64106   |  1|   522173/01|06/10/14| 341|            976,15
  986812000158  Polymark Embalagen|  1|64106   |  1|   522174/01|06/10/14| 341|            313,50
 1907672000148  Forma Livre Mov Pl|  1|64106   |  1|   522175/01|06/10/14| 341|           2111,63
 1978136000133  Eletro Moveis Riom|  1|64106   |  1|   522176/01|06/10/14| 341|            117,76
 2032006000176  Arasul Aramados Ei|  1|64106   |  1|   522177/01|06/10/14| 341|           1048,32
 2150443000194  Tempo de Florescer|  1|64106   |  1|   522178/01|06/10/14| 341|            315,66
 2648429000115  Correa Pedras Suza|  1|64106   |  1|   522179/01|06/10/14| 341|             58,82
 3007888000182  A R G Comercio e I|  1|64106   |  1|   522180/01|06/10/14| 341|            262,76
 3047791000101  Porto Madeira Mov |  1|64106   |  1|   522181/01|06/10/14| 341|            473,10
 3069922000305  E Tinoco de Mirand|  1|64106   |  1|   522182/01|06/10/14| 341|            173,32
 3319348000134  Interclosets Com d|  1|64106   |  1|   522183/01|06/10/14| 341|            139,47
 3495674000100  Piramide Cozinhas |  1|64106   |  1|   522184/01|06/10/14| 341|            239,60
 3576163000105  Alumistar Componen|  1|64106   |  1|   522185/01|06/10/14| 341|            103,94
 4222598000114  Artmar Rio Industr|  1|64106   |  1|   522186/01|06/10/14| 341|            334,39
 4512841000139  Maccf Cacchione Mo|  1|64106   |  1|   522187/01|06/10/14| 341|            150,60
 4594525000153  New Office Prod P |  1|64106   |  1|   522188/01|06/10/14| 341|            100,00
 4739723000168  Perfar Moveis Ltda|  1|64106   |  1|   522189/01|06/10/14| 341|            238,21
 4783824000136  Nilton Cesar de As|  1|64106   |  1|   522190/01|06/10/14| 341|             70,00
 5131947000155  Irmaos Peres Movei|  1|64106   |  1|   522191/01|06/10/14| 341|            105,44
 5425123000198  Sanches e Sakkas L|  1|64106   |  1|   522192/01|06/10/14| 341|            185,64
 5543297000155  Opcao Certa Acabam|  1|64106   |  1|   522193/01|06/10/14| 341|             77,43
 5967729000155  Tiago Florencio Ma|  1|64106   |  1|   522194/01|06/10/14| 341|            158,00
 6011303000196  Soluction Km 01 Mo|  1|64106   |  1|   522195/01|06/10/14| 341|           2584,73
 6113170000169  Mendonca e Silva M|  1|64106   |  1|   522196/01|06/10/14| 341|            222,78
 6352418000144  Loppo Moveis Ltda |  1|64106   |  1|   522197/01|06/10/14| 341|            648,08
 6889564000103  Styl Art e Design |  1|64106   |  1|   522198/01|06/10/14| 341|           1134,09
 6963244000156  Mutinga Tintas Ltd|  1|64106   |  1|   522199/01|06/10/14| 341|           1123,50
 6987633000111  Elson de Brito    |  1|64106   |  1|   522200/01|06/10/14| 341|             65,05
 7106029000100  Vitolan Bingen Mov|  1|64106   |  1|   522201/01|06/10/14| 341|              5,42
 7850140000106  Gagliardi e Basso |  1|64106   |  1|   522202/01|06/10/14| 341|            712,27
 9178665000164  Roma Mobili Indust|  1|64106   |  1|   522203/01|06/10/14| 341|           5499,33
 9210788000135  Ref Comercio de Mo|  1|64106   |  1|   522204/01|06/10/14| 341|             25,68
 9347842000270  Marcelo Pires Medi|  1|64106   |  1|   522205/01|06/10/14| 341|            337,05
 9347842000350  Marcelo Pires Medi|  1|64106   |  1|   522206/01|06/10/14| 341|           8004,07
 9608405000181  Leonardo Spindola |  1|64106   |  1|   522207/01|06/10/14| 341|            306,45
10173387000131  Braz & Teixeira Co|  1|64106   |  1|   522208/01|06/10/14| 341|           1988,64
10462776000187  Eletromar Moveis e|  1|64106   |  1|   522209/01|06/10/14| 341|            607,25
10602139000169  Msm Mobile        |  1|64106   |  1|   522210/01|06/10/14| 341|             98,17
10615635000157  Guibor Comercio de|  1|64106   |  1|   522211/01|06/10/14| 341|           2354,76
10771837000198  Portabille Compone|  1|64106   |  1|   522212/01|06/10/14| 341|            518,83
10959268000109  Clemente Miranda d|  1|64106   |  1|   522213/01|06/10/14| 341|            594,46
11139733000470  Astec Montagem de |  1|64106   |  1|   522214/01|06/10/14| 341|           6295,64
11140775000189  Rubilar Ind e Com |  1|64106   |  1|   522215/01|06/10/14| 341|           1732,07
11437684000100  Terrali Ind e Com |  1|64106   |  1|   522216/01|06/10/14| 341|             83,72
11503555000172  Consensus Com de M|  1|64106   |  1|   522217/01|06/10/14| 341|           1384,17
12021089000151  Gabriela Marciano |  1|64106   |  1|   522218/01|06/10/14| 341|             55,00
12301062000112  Phorma Design Move|  1|64106   |  1|   522219/01|06/10/14| 341|             45,00
12498529000166  Gold Group Moveis |  1|64106   |  1|   522220/01|06/10/14| 341|            849,95
12920584000100  Danna Comercio de |  1|64106   |  1|   522221/01|06/10/14| 341|             65,00
13248038000120  Fainza de Friburgo|  1|64106   |  1|   522222/01|06/10/14| 341|            318,58
13453064000190  Reginalda Aparecid|  1|64106   |  1|   522223/01|06/10/14| 341|            129,38
14281311000180  Diva Planejados Lt|  1|64106   |  1|   522224/01|06/10/14| 341|             80,85
14420990000121  Cruzeiro do Sul Co|  1|64106   |  1|   522225/01|06/10/14| 341|            289,47
15342396000203  Lucas Razera Epp  |  1|64106   |  1|   522226/01|06/10/14| 341|            154,94
15379083000149  Mp Design Mov Plan|  1|64106   |  1|   522227/01|06/10/14| 341|           2831,21
15649153000131  Thiago Cariello Pi|  1|64106   |  1|   522228/01|06/10/14| 341|           1345,42
15771600000120  Rss Moveis Planeja|  1|64106   |  1|   522229/01|06/10/14| 341|             65,00
15771600000201  Rss Moveis Planeja|  1|64106   |  1|   522230/01|06/10/14| 341|            313,13
16689743000150  Ark Design Com. de|  1|64106   |  1|   522231/01|06/10/14| 341|            960,39
16826226000186  Mobhouse Comercio |  1|64106   |  1|   522232/01|06/10/14| 341|             57,80
16851027000128  Verde Moveis Modul|  1|64106   |  1|   522233/01|06/10/14| 341|            150,00
17315008000140  Sono Design Cabece|  1|64106   |  1|   522234/01|06/10/14| 341|            814,34
17756302000197  Marcella Cariello |  1|64106   |  1|   522235/01|06/10/14| 341|            528,86
17814738000195  Estravetro Industr|  1|64106   |  1|   522236/01|06/10/14| 341|           1851,61
17909756000150  Vaina Com. de Move|  1|64106   |  1|   522237/01|06/10/14| 341|             91,15
18180235000178  Lima e Lage Mov E |  1|64106   |  1|   522238/01|06/10/14| 341|            130,00
18382806000157  Moura Moveis Comer|  1|64106   |  1|   522239/01|06/10/14| 341|            355,48
18444912000118  Almeida e Oliv Com|  1|64106   |  1|   522240/01|06/10/14| 341|           3548,57
18659734000142  Tn Quality Moveis |  1|64106   |  1|   522241/01|06/10/14| 341|           3265,06
19410254000106  Tijuca Moveis Eire|  1|64106   |  1|   522242/01|06/10/14| 341|           2602,76
19760426000171  Peçanha & Pegoraro|  1|64106   |  1|   522243/01|06/10/14| 341|           1356,64
20163539000179  F da Silva Dias Co|  1|64106   |  1|   522244/01|06/10/14| 341|            101,74
20473537000186  Arquimodular Amb P|  1|64106   |  1|   522245/01|06/10/14| 341|            158,23
27042852000106  Indu Lar Mov Mod L|  1|64106   |  1|   522246/01|06/10/14| 341|            285,30
28359776000111  Stampa Comercio de|  1|64106   |  1|   522247/01|06/10/14| 341|            657,64
